frame_num,frame_path,timestamp_ms,label,swing_type,swing_id,distance_ms
1,frame_0001.jpg,0,background,0,,
2,frame_0002.jpg,200,background,0,,
3,frame_0003.jpg,400,background,0,,
4,frame_0004.jpg,600,background,0,,
5,frame_0005.jpg,800,background,0,,
6,frame_0006.jpg,1000,background,0,,
7,frame_0007.jpg,1200,background,0,,
8,frame_0008.jpg,1400,background,0,,
9,frame_0009.jpg,1600,background,0,,
10,frame_0010.jpg,1800,background,0,,
11,frame_0011.jpg,2000,background,0,,
12,frame_0012.jpg,2200,background,0,,
13,frame_0013.jpg,2400,background,0,,
14,frame_0014.jpg,2600,background,0,,
15,frame_0015.jpg,2800,background,0,,
16,frame_0016.jpg,3000,background,0,,
17,frame_0017.jpg,3200,background,0,,
18,frame_0018.jpg,3400,background,0,,
19,frame_0019.jpg,3600,background,0,,
20,frame_0020.jpg,3800,background,0,,
21,frame_0021.jpg,4000,background,0,,
22,frame_0022.jpg,4200,background,0,,
23,frame_0023.jpg,4400,background,0,,
24,frame_0024.jpg,4600,background,0,,
25,frame_0025.jpg,4800,background,0,,
26,frame_0026.jpg,5000,background,0,,
27,frame_0027.jpg,5200,background,0,,
28,frame_0028.jpg,5400,background,0,,
29,frame_0029.jpg,5600,background,0,,
30,frame_0030.jpg,5800,background,0,,
31,frame_0031.jpg,6000,background,0,,
32,frame_0032.jpg,6200,background,0,,
33,frame_0033.jpg,6400,background,0,,
34,frame_0034.jpg,6600,background,0,,
35,frame_0035.jpg,6800,background,0,,
36,frame_0036.jpg,7000,background,0,,
37,frame_0037.jpg,7200,background,0,,
38,frame_0038.jpg,7400,background,0,,
39,frame_0039.jpg,7600,background,0,,
40,frame_0040.jpg,7800,background,0,,
41,frame_0041.jpg,8000,background,0,,
42,frame_0042.jpg,8200,background,0,,
43,frame_0043.jpg,8400,background,0,,
44,frame_0044.jpg,8600,background,0,,
45,frame_0045.jpg,8800,background,0,,
46,frame_0046.jpg,9000,background,0,,
47,frame_0047.jpg,9200,background,0,,
48,frame_0048.jpg,9400,background,0,,
49,frame_0049.jpg,9600,background,0,,
50,frame_0050.jpg,9800,background,0,,
51,frame_0051.jpg,10000,background,0,,
52,frame_0052.jpg,10200,background,0,,
53,frame_0053.jpg,10400,background,0,,
54,frame_0054.jpg,10600,background,0,,
55,frame_0055.jpg,10800,background,0,,
56,frame_0056.jpg,11000,background,0,,
57,frame_0057.jpg,11200,background,0,,
58,frame_0058.jpg,11400,background,0,,
59,frame_0059.jpg,11600,background,0,,
60,frame_0060.jpg,11800,background,0,,
61,frame_0061.jpg,12000,background,0,,
62,frame_0062.jpg,12200,background,0,,
63,frame_0063.jpg,12400,background,0,,
64,frame_0064.jpg,12600,background,0,,
65,frame_0065.jpg,12800,background,0,,
66,frame_0066.jpg,13000,background,0,,
67,frame_0067.jpg,13200,background,0,,
68,frame_0068.jpg,13400,background,0,,
69,frame_0069.jpg,13600,background,0,,
70,frame_0070.jpg,13800,background,0,,
71,frame_0071.jpg,14000,background,0,,
72,frame_0072.jpg,14200,background,0,,
73,frame_0073.jpg,14400,background,0,,
74,frame_0074.jpg,14600,background,0,,
75,frame_0075.jpg,14800,background,0,,
76,frame_0076.jpg,15000,background,0,,
77,frame_0077.jpg,15200,background,0,,
78,frame_0078.jpg,15400,background,0,,
79,frame_0079.jpg,15600,background,0,,
80,frame_0080.jpg,15800,background,0,,
81,frame_0081.jpg,16000,background,0,,
82,frame_0082.jpg,16200,background,0,,
83,frame_0083.jpg,16400,background,0,,
84,frame_0084.jpg,16600,background,0,,
85,frame_0085.jpg,16800,background,0,,
86,frame_0086.jpg,17000,background,0,,
87,frame_0087.jpg,17200,background,0,,
88,frame_0088.jpg,17400,background,0,,
89,frame_0089.jpg,17600,background,0,,
90,frame_0090.jpg,17800,background,0,,
91,frame_0091.jpg,18000,background,0,,
92,frame_0092.jpg,18200,background,0,,
93,frame_0093.jpg,18400,background,0,,
94,frame_0094.jpg,18600,background,0,,
95,frame_0095.jpg,18800,background,0,,
96,frame_0096.jpg,19000,background,0,,
97,frame_0097.jpg,19200,background,0,,
98,frame_0098.jpg,19400,forehand,1,19514,400
99,frame_0099.jpg,19600,forehand,1,19514,200
100,frame_0100.jpg,19800,forehand,1,19514,0
101,frame_0101.jpg,20000,forehand,1,19514,200
102,frame_0102.jpg,20200,forehand,1,19514,400
103,frame_0103.jpg,20400,forehand,1,19515,400
104,frame_0104.jpg,20600,forehand,1,19515,200
105,frame_0105.jpg,20800,forehand,1,19515,0
106,frame_0106.jpg,21000,forehand,1,19515,200
107,frame_0107.jpg,21200,forehand,1,19515,400
108,frame_0108.jpg,21400,background,0,,
109,frame_0109.jpg,21600,background,0,,
110,frame_0110.jpg,21800,background,0,,
111,frame_0111.jpg,22000,background,0,,
112,frame_0112.jpg,22200,background,0,,
113,frame_0113.jpg,22400,forehand,1,19516,400
114,frame_0114.jpg,22600,forehand,1,19516,200
115,frame_0115.jpg,22800,forehand,1,19516,0
116,frame_0116.jpg,23000,forehand,1,19516,200
117,frame_0117.jpg,23200,forehand,1,19516,400
118,frame_0118.jpg,23400,background,0,,
119,frame_0119.jpg,23600,background,0,,
120,frame_0120.jpg,23800,background,0,,
121,frame_0121.jpg,24000,background,0,,
122,frame_0122.jpg,24200,background,0,,
123,frame_0123.jpg,24400,backhand,2,19517,400
124,frame_0124.jpg,24600,backhand,2,19517,200
125,frame_0125.jpg,24800,backhand,2,19517,0
126,frame_0126.jpg,25000,backhand,2,19517,200
127,frame_0127.jpg,25200,backhand,2,19517,400
128,frame_0128.jpg,25400,background,0,,
129,frame_0129.jpg,25600,background,0,,
130,frame_0130.jpg,25800,background,0,,
131,frame_0131.jpg,26000,background,0,,
132,frame_0132.jpg,26200,background,0,,
133,frame_0133.jpg,26400,forehand,1,19518,400
134,frame_0134.jpg,26600,forehand,1,19518,200
135,frame_0135.jpg,26800,forehand,1,19518,0
136,frame_0136.jpg,27000,forehand,1,19518,200
137,frame_0137.jpg,27200,forehand,1,19518,400
138,frame_0138.jpg,27400,backhand,2,19519,400
139,frame_0139.jpg,27600,backhand,2,19519,200
140,frame_0140.jpg,27800,backhand,2,19519,0
141,frame_0141.jpg,28000,backhand,2,19519,200
142,frame_0142.jpg,28200,backhand,2,19519,400
143,frame_0143.jpg,28400,background,0,,
144,frame_0144.jpg,28600,background,0,,
145,frame_0145.jpg,28800,background,0,,
146,frame_0146.jpg,29000,background,0,,
147,frame_0147.jpg,29200,background,0,,
148,frame_0148.jpg,29400,backhand,2,19520,400
149,frame_0149.jpg,29600,backhand,2,19520,200
150,frame_0150.jpg,29800,backhand,2,19520,0
151,frame_0151.jpg,30000,backhand,2,19520,200
152,frame_0152.jpg,30200,backhand,2,19520,400
153,frame_0153.jpg,30400,background,0,,
154,frame_0154.jpg,30600,background,0,,
155,frame_0155.jpg,30800,background,0,,
156,frame_0156.jpg,31000,background,0,,
157,frame_0157.jpg,31200,background,0,,
158,frame_0158.jpg,31400,backhand,2,19521,400
159,frame_0159.jpg,31600,backhand,2,19521,200
160,frame_0160.jpg,31800,backhand,2,19521,0
161,frame_0161.jpg,32000,backhand,2,19521,200
162,frame_0162.jpg,32200,backhand,2,19521,400
163,frame_0163.jpg,32400,background,0,,
164,frame_0164.jpg,32600,background,0,,
165,frame_0165.jpg,32800,background,0,,
166,frame_0166.jpg,33000,background,0,,
167,frame_0167.jpg,33200,background,0,,
168,frame_0168.jpg,33400,backhand,2,19522,400
169,frame_0169.jpg,33600,backhand,2,19522,200
170,frame_0170.jpg,33800,backhand,2,19522,0
171,frame_0171.jpg,34000,backhand,2,19522,200
172,frame_0172.jpg,34200,backhand,2,19522,400
173,frame_0173.jpg,34400,background,0,,
174,frame_0174.jpg,34600,background,0,,
175,frame_0175.jpg,34800,background,0,,
176,frame_0176.jpg,35000,background,0,,
177,frame_0177.jpg,35200,background,0,,
178,frame_0178.jpg,35400,backhand,2,19523,400
179,frame_0179.jpg,35600,backhand,2,19523,200
180,frame_0180.jpg,35800,backhand,2,19523,0
181,frame_0181.jpg,36000,backhand,2,19523,200
182,frame_0182.jpg,36200,backhand,2,19523,400
183,frame_0183.jpg,36400,background,0,,
184,frame_0184.jpg,36600,background,0,,
185,frame_0185.jpg,36800,background,0,,
186,frame_0186.jpg,37000,background,0,,
187,frame_0187.jpg,37200,background,0,,
188,frame_0188.jpg,37400,background,0,,
189,frame_0189.jpg,37600,background,0,,
190,frame_0190.jpg,37800,background,0,,
191,frame_0191.jpg,38000,background,0,,
192,frame_0192.jpg,38200,background,0,,
193,frame_0193.jpg,38400,background,0,,
194,frame_0194.jpg,38600,background,0,,
195,frame_0195.jpg,38800,background,0,,
196,frame_0196.jpg,39000,background,0,,
197,frame_0197.jpg,39200,background,0,,
198,frame_0198.jpg,39400,background,0,,
199,frame_0199.jpg,39600,background,0,,
200,frame_0200.jpg,39800,background,0,,
201,frame_0201.jpg,40000,background,0,,
202,frame_0202.jpg,40200,background,0,,
203,frame_0203.jpg,40400,background,0,,
204,frame_0204.jpg,40600,background,0,,
205,frame_0205.jpg,40800,background,0,,
206,frame_0206.jpg,41000,background,0,,
207,frame_0207.jpg,41200,background,0,,
208,frame_0208.jpg,41400,backhand,2,19524,400
209,frame_0209.jpg,41600,backhand,2,19524,200
210,frame_0210.jpg,41800,backhand,2,19524,0
211,frame_0211.jpg,42000,backhand,2,19524,200
212,frame_0212.jpg,42200,backhand,2,19524,400
213,frame_0213.jpg,42400,background,0,,
214,frame_0214.jpg,42600,background,0,,
215,frame_0215.jpg,42800,background,0,,
216,frame_0216.jpg,43000,background,0,,
217,frame_0217.jpg,43200,background,0,,
218,frame_0218.jpg,43400,background,0,,
219,frame_0219.jpg,43600,background,0,,
220,frame_0220.jpg,43800,background,0,,
221,frame_0221.jpg,44000,background,0,,
222,frame_0222.jpg,44200,background,0,,
223,frame_0223.jpg,44400,backhand,2,19525,400
224,frame_0224.jpg,44600,backhand,2,19525,200
225,frame_0225.jpg,44800,backhand,2,19525,0
226,frame_0226.jpg,45000,backhand,2,19525,200
227,frame_0227.jpg,45200,backhand,2,19525,400
228,frame_0228.jpg,45400,background,0,,
229,frame_0229.jpg,45600,background,0,,
230,frame_0230.jpg,45800,background,0,,
231,frame_0231.jpg,46000,background,0,,
232,frame_0232.jpg,46200,background,0,,
233,frame_0233.jpg,46400,backhand,2,19526,400
234,frame_0234.jpg,46600,backhand,2,19526,200
235,frame_0235.jpg,46800,backhand,2,19526,0
236,frame_0236.jpg,47000,backhand,2,19526,200
237,frame_0237.jpg,47200,backhand,2,19526,400
238,frame_0238.jpg,47400,background,0,,
239,frame_0239.jpg,47600,background,0,,
240,frame_0240.jpg,47800,background,0,,
241,frame_0241.jpg,48000,background,0,,
242,frame_0242.jpg,48200,background,0,,
243,frame_0243.jpg,48400,background,0,,
244,frame_0244.jpg,48600,background,0,,
245,frame_0245.jpg,48800,background,0,,
246,frame_0246.jpg,49000,background,0,,
247,frame_0247.jpg,49200,background,0,,
248,frame_0248.jpg,49400,backhand,2,19527,400
249,frame_0249.jpg,49600,backhand,2,19527,200
250,frame_0250.jpg,49800,backhand,2,19527,0
251,frame_0251.jpg,50000,backhand,2,19527,200
252,frame_0252.jpg,50200,backhand,2,19527,400
253,frame_0253.jpg,50400,background,0,,
254,frame_0254.jpg,50600,background,0,,
255,frame_0255.jpg,50800,background,0,,
256,frame_0256.jpg,51000,background,0,,
257,frame_0257.jpg,51200,background,0,,
258,frame_0258.jpg,51400,backhand,2,19528,400
259,frame_0259.jpg,51600,backhand,2,19528,200
260,frame_0260.jpg,51800,backhand,2,19528,0
261,frame_0261.jpg,52000,backhand,2,19528,200
262,frame_0262.jpg,52200,backhand,2,19528,400
263,frame_0263.jpg,52400,background,0,,
264,frame_0264.jpg,52600,background,0,,
265,frame_0265.jpg,52800,background,0,,
266,frame_0266.jpg,53000,background,0,,
267,frame_0267.jpg,53200,background,0,,
268,frame_0268.jpg,53400,backhand,2,19529,400
269,frame_0269.jpg,53600,backhand,2,19529,200
270,frame_0270.jpg,53800,backhand,2,19529,0
271,frame_0271.jpg,54000,backhand,2,19529,200
272,frame_0272.jpg,54200,backhand,2,19529,400
273,frame_0273.jpg,54400,background,0,,
274,frame_0274.jpg,54600,background,0,,
275,frame_0275.jpg,54800,background,0,,
276,frame_0276.jpg,55000,background,0,,
277,frame_0277.jpg,55200,background,0,,
278,frame_0278.jpg,55400,backhand,2,19530,400
279,frame_0279.jpg,55600,backhand,2,19530,200
280,frame_0280.jpg,55800,backhand,2,19530,0
281,frame_0281.jpg,56000,backhand,2,19530,200
282,frame_0282.jpg,56200,backhand,2,19530,400
283,frame_0283.jpg,56400,background,0,,
284,frame_0284.jpg,56600,background,0,,
285,frame_0285.jpg,56800,background,0,,
286,frame_0286.jpg,57000,background,0,,
287,frame_0287.jpg,57200,background,0,,
288,frame_0288.jpg,57400,backhand,2,19531,400
289,frame_0289.jpg,57600,backhand,2,19531,200
290,frame_0290.jpg,57800,backhand,2,19531,0
291,frame_0291.jpg,58000,backhand,2,19531,200
292,frame_0292.jpg,58200,backhand,2,19531,400
293,frame_0293.jpg,58400,background,0,,
294,frame_0294.jpg,58600,background,0,,
295,frame_0295.jpg,58800,background,0,,
296,frame_0296.jpg,59000,background,0,,
297,frame_0297.jpg,59200,background,0,,
298,frame_0298.jpg,59400,forehand,1,19532,400
299,frame_0299.jpg,59600,forehand,1,19532,200
300,frame_0300.jpg,59800,forehand,1,19532,0
301,frame_0301.jpg,60000,forehand,1,19532,200
302,frame_0302.jpg,60200,forehand,1,19532,400
303,frame_0303.jpg,60400,background,0,,
304,frame_0304.jpg,60600,background,0,,
305,frame_0305.jpg,60800,background,0,,
306,frame_0306.jpg,61000,background,0,,
307,frame_0307.jpg,61200,background,0,,
308,frame_0308.jpg,61400,backhand,2,19533,400
309,frame_0309.jpg,61600,backhand,2,19533,200
310,frame_0310.jpg,61800,backhand,2,19533,0
311,frame_0311.jpg,62000,backhand,2,19533,200
312,frame_0312.jpg,62200,backhand,2,19533,400
313,frame_0313.jpg,62400,background,0,,
314,frame_0314.jpg,62600,background,0,,
315,frame_0315.jpg,62800,background,0,,
316,frame_0316.jpg,63000,background,0,,
317,frame_0317.jpg,63200,background,0,,
318,frame_0318.jpg,63400,backhand,2,19534,400
319,frame_0319.jpg,63600,backhand,2,19534,200
320,frame_0320.jpg,63800,backhand,2,19534,0
321,frame_0321.jpg,64000,backhand,2,19534,200
322,frame_0322.jpg,64200,backhand,2,19534,400
323,frame_0323.jpg,64400,background,0,,
324,frame_0324.jpg,64600,background,0,,
325,frame_0325.jpg,64800,background,0,,
326,frame_0326.jpg,65000,background,0,,
327,frame_0327.jpg,65200,background,0,,
328,frame_0328.jpg,65400,background,0,,
329,frame_0329.jpg,65600,background,0,,
330,frame_0330.jpg,65800,background,0,,
331,frame_0331.jpg,66000,background,0,,
332,frame_0332.jpg,66200,background,0,,
333,frame_0333.jpg,66400,background,0,,
334,frame_0334.jpg,66600,background,0,,
335,frame_0335.jpg,66800,background,0,,
336,frame_0336.jpg,67000,background,0,,
337,frame_0337.jpg,67200,background,0,,
338,frame_0338.jpg,67400,background,0,,
339,frame_0339.jpg,67600,background,0,,
340,frame_0340.jpg,67800,background,0,,
341,frame_0341.jpg,68000,background,0,,
342,frame_0342.jpg,68200,background,0,,
343,frame_0343.jpg,68400,background,0,,
344,frame_0344.jpg,68600,background,0,,
345,frame_0345.jpg,68800,background,0,,
346,frame_0346.jpg,69000,background,0,,
347,frame_0347.jpg,69200,background,0,,
348,frame_0348.jpg,69400,background,0,,
349,frame_0349.jpg,69600,background,0,,
350,frame_0350.jpg,69800,background,0,,
351,frame_0351.jpg,70000,background,0,,
352,frame_0352.jpg,70200,background,0,,
353,frame_0353.jpg,70400,background,0,,
354,frame_0354.jpg,70600,background,0,,
355,frame_0355.jpg,70800,background,0,,
356,frame_0356.jpg,71000,background,0,,
357,frame_0357.jpg,71200,background,0,,
358,frame_0358.jpg,71400,background,0,,
359,frame_0359.jpg,71600,background,0,,
360,frame_0360.jpg,71800,background,0,,
361,frame_0361.jpg,72000,background,0,,
362,frame_0362.jpg,72200,background,0,,
363,frame_0363.jpg,72400,background,0,,
364,frame_0364.jpg,72600,background,0,,
